subject,course_number,course_title,first_seen_term,last_seen_term
PHOT,A266,Marketing/Self Promotion 1,Intersession/Spring 2023,Fall 2026
PHOT,A267,Marketing/Self Promotion 2,Intersession/Spring 2023,Winter/Spring 2026
PHOT,A280,Professnl Digital Techniques,Intersession/Spring 2023,Winter/Spring 2026
PHOT,A282,Prof Portraiture,Intersession/Spring 2023,Winter/Spring 2025
PHOT,A283,Art Photography,Intersession/Spring 2023,Winter/Spring 2026
PHOT,A288,Lifestyle/Ad People Photo,Intersession/Spring 2024,Fall 2026
PHOT,A289,Architectural Photo,Fall 2023,Fall 2023
PHOT,A290,Advrtsg Illustration Photo,Fall 2024,Fall 2024
PHYS,A110,Conceptual Physics,Intersession/Spring 2023,Fall 2026
PHYS,A111,Introductory Physics Lab,Intersession/Spring 2024,Winter/Spring 2026
PHYS,A120,Algebra-Based Physics 1,Intersession/Spring 2023,Fall 2026
PHYS,A125,Algebra Based Physics 2,Intersession/Spring 2023,Fall 2026
PHYS,A130,Univ Physics 1 Mechanics w/Lab,Fall 2023,Fall 2026
PHYS,A135,Univ Physics 2 Elect/Mag w/Lab,Intersession/Spring 2023,Winter/Spring 2026
PHYS,A185,Calculs Based Physics:Mech w/L,Intersession/Spring 2023,Fall 2026
PHYS,A280,Calc Based Phys:Elec/Mag w/Lab,Intersession/Spring 2023,Fall 2026
PHYS,A285,Calc Based Physics:Modern w/La,Intersession/Spring 2023,Fall 2026
POLS,A180,American Government & Politics,Fall 2025,Fall 2026
POLS,A180H,American Govrnmnt/Politics Hon,Winter/Spring 2026,Fall 2026
PORT,A180,Elementary Portuguese 1,Intersession/Spring 2023,Fall 2026
PSCI,A101,Survey of Current Issues,Intersession/Spring 2023,Fall 2026
PSCI,A110,International Relations,Intersession/Spring 2023,Fall 2026
PSCI,A180,American Government,Intersession/Spring 2023,Summer 2025
PSCI,A180H,American Government Honors,Intersession/Spring 2023,Winter/Spring 2025
PSCI,A185,Comparative Politics,Intersession/Spring 2023,Fall 2026
PSCI,A188,Intro Political Theory,Intersession/Spring 2023,Fall 2026
PSCI,A190,Intro Am Legal System,Fall 2024,Fall 2024
PSG,A100,Polysomnography Basics,Intersession/Spring 2023,Winter/Spring 2026
PSG,A140,Intro to Polysomnography,Fall 2023,Fall 2026
PSG,A150,Intermediate Polysomnography,Intersession/Spring 2023,Winter/Spring 2025
PSG,A155,Cardiac Rhythm Analysis,Intersession/Spring 2023,Winter/Spring 2025
PSG,A160,Polysomnography Testing 1,Intersession/Spring 2023,Winter/Spring 2025
PSG,A165,Polysomnography Clin 1,Intersession/Spring 2023,Summer 2025
PSG,A170,PSG Practice,Intersession/Spring 2023,Winter/Spring 2025
PSG,A175,Polysomnography Clin 2,Summer 2023,Fall 2025
PSG,A190,Intro to PSG Anat/Physio,Summer 2023,Fall 2025
PSG,A250,PSG Record Review,Fall 2023,Fall 2025
PSG,A260,Advanced Polysomnography,Intersession/Spring 2023,Winter/Spring 2026
PSG,A265,Polysomnography Clin 3,Intersession/Spring 2023,Winter/Spring 2026
PSG,A270,Physician Lecture Series,Intersession/Spring 2023,Intersession/Spring 2023
PSG,A280,Pediatric Sleep Medicine,Intersession/Spring 2023,Winter/Spring 2026
PSG,A285,Polysomnography Intern,Intersession/Spring 2023,Winter/Spring 2026
PSYC,A100,Introduction to Psychology,Intersession/Spring 2023,Fall 2026
PSYC,A110,Psychology of Adjustmnt,Summer 2026,Summer 2026
PSYC,A130,Life Span Dvelpmntl Psyc,Intersession/Spring 2023,Fall 2026
PSYC,A160,Stats for Behavior Sci,Intersession/Spring 2023,Fall 2026
PSYC,A185,Principles of Psychology,Intersession/Spring 2023,Fall 2024
PSYC,A190,Cross-Cultural Psychology,Intersession/Spring 2023,Summer 2026
PSYC,A190H,Cross-Cultural Psych Honors,Summer 2024,Summer 2026
PSYC,A200,Positive Psychology,Summer 2024,Summer 2024
PSYC,A220,Psychology of Personality,Intersession/Spring 2023,Fall 2026
PSYC,A250,Psychobiology,Intersession/Spring 2023,Fall 2026
PSYC,A255,Abnormal Psychology,Intersession/Spring 2023,Fall 2026
PSYC,A260,Social Psychology,Intersession/Spring 2023,Fall 2026
PSYC,A270,Psychology of Learning,Intersession/Spring 2023,Fall 2024
PSYC,A280,Intro Expermntl Methods,Intersession/Spring 2023,Fall 2026
PUBH,A001N,Community Health Worker I,Fall 2023,Fall 2026
PUBH,A002N,Community Health Worker II,Intersession/Spring 2024,Winter/Spring 2026
PUBH,A003N,Community Health Worker III,Intersession/Spring 2024,Summer 2026
PUBH,A004N,Community Health Supervisor,Winter/Spring 2026,Winter/Spring 2026
PUBH,A100,Personal Health,Intersession/Spring 2023,Fall 2026
PUBH,A160,Peer Health Education Level 1,Intersession/Spring 2023,Fall 2026
PUBH,A200,Introduction to Public Health,Intersession/Spring 2023,Fall 2026
PUBH,A200H,Intro to Public Health Honors,Intersession/Spring 2023,Fall 2026
PUBH,A202,"Drugs, Health, and Society",Intersession/Spring 2023,Fall 2026
PUBH,A203,Health and Social Justice,Intersession/Spring 2023,Winter/Spring 2026
PUBH,A205,Intro to Healthcare Careers,Winter/Spring 2026,Winter/Spring 2026
PUBH,A206,Holistic Health,Winter/Spring 2026,Winter/Spring 2026
PUBH,A208,Disease Outbreaks & Epidem,Fall 2024,Fall 2026
PUBH,A209,Global Health,Fall 2024,Fall 2024
PUBH,A210,Navigate U.S. Healthcare,Intersession/Spring 2023,Fall 2024
PUBH,A220,Technique & Topic in Health Ed,Fall 2023,Fall 2026
PUBH,A260,Peer Health Education Level 2,Intersession/Spring 2023,Fall 2026
RADT,A100,Radiologic Physics,Summer 2023,Fall 2026
RADT,A105,Radiation and Imaging Safety,Fall 2023,Fall 2026
RADT,A165,Begin Radiologic Pract,Fall 2023,Fall 2026
RADT,A170,Positioning & Critique 1,Fall 2023,Fall 2026
RADT,A171,Clinical Lab 1,Fall 2023,Fall 2026
RADT,A172,Clinical Lab 2,Intersession/Spring 2023,Winter/Spring 2026
RADT,A175,Positiong & Critique 2,Intersession/Spring 2023,Winter/Spring 2026
RADT,A176,Clinical Lab 3,Intersession/Spring 2023,Winter/Spring 2026
RADT,A177,Clinical Lab 4,Summer 2023,Summer 2026
RADT,A180,Radiographic Imaging,Fall 2023,Fall 2026
RADT,A185,Radiographic Pathology,Intersession/Spring 2023,Winter/Spring 2026
RADT,A195,Fluoroscopy,Intersession/Spring 2023,Winter/Spring 2026
RADT,A211,Adv Clinical Mammography Lab,Intersession/Spring 2023,Fall 2026
RADT,A212,Advanced Clinical Lab CT,Intersession/Spring 2023,Winter/Spring 2026
RADT,A216,Advanced Patient Care,Intersession/Spring 2023,Winter/Spring 2026
RADT,A221,Topics in Mammography,Intersession/Spring 2023,Winter/Spring 2026
RADT,A222,Topics in Computed Tomography,Summer 2023,Summer 2026
RADT,A265,Digitl Image/Comptr App,Fall 2023,Fall 2026
RADT,A270,Positioning & Critique 3,Fall 2023,Fall 2026
RADT,A271,Clinical Lab 5,Fall 2023,Fall 2026
RADT,A275,Positioning & Critique 4,Intersession/Spring 2023,Winter/Spring 2026
RADT,A276,Clinical Lab 6,Intersession/Spring 2023,Winter/Spring 2026
RADT,A277,Clinical Lab 7,Intersession/Spring 2023,Winter/Spring 2026
RADT,A285,ARRT Board Prep,Intersession/Spring 2023,Winter/Spring 2026
RADT,A290,Applied Physics & Quality Ctrl,Intersession/Spring 2023,Winter/Spring 2026
RE,A110,R E Principles,Intersession/Spring 2023,Fall 2026
RE,A120,Legal Aspects of R E,Intersession/Spring 2023,Fall 2026
RE,A130,Real Estate Practice,Intersession/Spring 2023,Fall 2026
RLST,A100,Introduction Religious Studies,Intersession/Spring 2023,Fall 2026
RLST,A110,World Religion,Intersession/Spring 2023,Fall 2026
RLST,A150,Philosophy of the East,Intersession/Spring 2023,Fall 2026
RLST,A151,Early and Western Religions,Fall 2023,Fall 2023
RSPC,A185,Resp Anatomy/Physiology,Fall 2023,Fall 2026
RSPC,A190,Basic Resp C Equipment,Fall 2023,Fall 2026
RSPC,A191,Clinical Lab 1,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A192,Clinical Lab 2,Summer 2023,Summer 2026
RSPC,A195,Resp Pharmacology,Fall 2023,Fall 2026
RSPC,A196,Intro Mechanical Ventilation,Summer 2023,Summer 2026
RSPC,A212,Topics in Neonates,Intersession/Spring 2024,Fall 2025
RSPC,A222,Adv Clinical Practice Neonates,Summer 2024,Winter/Spring 2026
RSPC,A255,Home Care & Rehab,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A260,Arterial Blood Gases,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A265,Pulmonary Pathology,Fall 2023,Fall 2026
RSPC,A270,Ventilators & Resp Mgmt,Fall 2023,Fall 2026
RSPC,A275,Resp Care Procedures,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A276,Clinical Lab 3,Fall 2023,Fall 2026
RSPC,A278,Pulmonary Case Assessmt,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A279,Physician Series 1,Fall 2023,Fall 2026
RSPC,A280,Critical Care Monitorng,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A285,Pulmonary Func Testing,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A286,Clinical Lab 4,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A287,Clinical Internship,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A290,Neonatal Intensive Care,Intersession/Spring 2023,Winter/Spring 2026
RSPC,A296,Resp Care Board Review,Intersession/Spring 2023,Winter/Spring 2026
SJS,A102,Social Justice and Activism,Intersession/Spring 2023,Intersession/Spring 2023
SLPA,A100,Intro to SLPA,Fall 2023,Fall 2026
SLPA,A112,Intro Autism Spectrum & ABA,Intersession/Spring 2023,Winter/Spring 2026
SLPA,A115,Spch-Lang Hearing Dev,Fall 2023,Fall 2026
SLPA,A120,Admin Procedures,Fall 2023,Fall 2026
SLPA,A140,Intro to Comm Disorders,Intersession/Spring 2023,Winter/Spring 2026
SLPA,A150,Intro to Phonetics,Intersession/Spring 2023,Winter/Spring 2026
SLPA,A180,Screen & Therapeutics,Fall 2023,Fall 2026
SLPA,A190,SLPA Clinical 1,Fall 2023,Fall 2026
SLPA,A200,Adult & Geriatric Dis,Intersession/Spring 2023,Winter/Spring 2026
SLPA,A250,SLPA Clinical 2,Intersession/Spring 2023,Winter/Spring 2026
SOC,A100,Introduction to Sociology,Intersession/Spring 2023,Fall 2026
SOC,A100H,Intro to Sociology Honors,Fall 2023,Fall 2026
SOC,A110,"Dating, Relationships,Marriage",Intersession/Spring 2023,Fall 2026
SOC,A150,Introduction to Race/Ethnicity,Intersession/Spring 2023,Winter/Spring 2026
SOC,A185,Analysis of Social Problems,Intersession/Spring 2023,Fall 2026
SOC,A200,Intro to Research Methods,Intersession/Spring 2023,Winter/Spring 2026
SPAN,A160,Spanish Heritage Speakers 1,Fall 2026,Fall 2026
SPAN,A180,Elementary Spanish 1,Intersession/Spring 2023,Fall 2026
SPAN,A180H,Elementary Spanish 1 Honors,Intersession/Spring 2023,Fall 2026
SPAN,A185,Elementary Spanish 2,Intersession/Spring 2023,Fall 2026
SPAN,A185H,Elementary Spanish 2 Honors,Intersession/Spring 2023,Fall 2026
SPAN,A199,Current Topics-Spanish,Summer 2025,Summer 2026
SPAN,A280,Intermediate Spanish 1,Intersession/Spring 2023,Fall 2026
SPAN,A285,Intermediate Spanish 2,Intersession/Spring 2023,Summer 2026
STAT,A160,Introduction to Statistics Corequisite: MATH A096,Fall 2025,Fall 2026
THEA,A001N,Theater Perf. & Prod. Lifelong,Fall 2026,Fall 2026
THEA,A100,Introduction to Theatre,Intersession/Spring 2023,Fall 2026
THEA,A101,Intro to Hist & Lit of Theatre,Intersession/Spring 2023,Fall 2026
THEA,A102,Script Analysis,Fall 2026,Fall 2026
THEA,A103,Improvisation - Short Form,Intersession/Spring 2023,Fall 2025
THEA,A104,Improvisation - Long Form,Intersession/Spring 2023,Fall 2025
THEA,A105,Drama and Acting,Intersession/Spring 2023,Fall 2026
THEA,A106,Acting Fundamentals,Intersession/Spring 2023,Fall 2026
THEA,A107,Acting 2,Intersession/Spring 2023,Fall 2026
THEA,A110,Theatre Laboratory Level 1,Intersession/Spring 2023,Winter/Spring 2026
THEA,A111,Theatre Laboratory Level 2,Intersession/Spring 2023,Winter/Spring 2026
THEA,A112,Theatre Laboratory Level 3,Intersession/Spring 2023,Winter/Spring 2026
THEA,A115,Act for Camera & Stage,Intersession/Spring 2023,Winter/Spring 2026
THEA,A120,Drama Rehearse/Perform Begin,Intersession/Spring 2023,Fall 2025
THEA,A121,Drama Rehearse/Perform Int,Intersession/Spring 2023,Fall 2025
THEA,A122,Drama Rehearse/Perform Adv,Intersession/Spring 2023,Fall 2025
THEA,A123,Comedy Rehearse/Perform Begin,Intersession/Spring 2024,Fall 2026
THEA,A124,Comedy Rehearse/Perform Int,Intersession/Spring 2024,Fall 2026
THEA,A125,Comedy Rehearse/Perform Adv,Intersession/Spring 2024,Fall 2026
THEA,A126,Mus Theatre Rehearse/Perf Beg,Intersession/Spring 2023,Winter/Spring 2026
THEA,A127,Mus Theatre Rehearse/Perf Int,Intersession/Spring 2023,Winter/Spring 2026
THEA,A128,Mus Theatre Rehearse/Perf Adv,Intersession/Spring 2023,Winter/Spring 2026
THEA,A129,Technical Theatre Practicum,Fall 2023,Fall 2026
THEA,A131,OCC Theatre Repertory 1,Intersession/Spring 2023,Fall 2026
THEA,A132,OCC Theatre Repertory 2,Intersession/Spring 2023,Fall 2026
THEA,A133,OCC Theatre Repertory 3,Intersession/Spring 2023,Fall 2026
THEA,A134,OCC Theatre Repertory 4,Intersession/Spring 2023,Fall 2026
THEA,A144,Summer Theatre Festival,Summer 2026,Summer 2026
THEA,A172,Elizabethan Wrkshp/Prod,Fall 2023,Fall 2023
THEA,A176,Stage Lighting,Fall 2023,Fall 2026
THEA,A177,Make-Up,Intersession/Spring 2023,Winter/Spring 2026
THEA,A178,Stage Costuming,Intersession/Spring 2023,Winter/Spring 2026
THEA,A188,Body Movement,Fall 2024,Winter/Spring 2026
THEA,A189,Stage Combat,Intersession/Spring 2023,Fall 2026
THEA,A200,Voice & Articulation,Fall 2023,Winter/Spring 2025
THEA,A206,Acting 3,Intersession/Spring 2023,Fall 2026
THEA,A207,Acting 4,Intersession/Spring 2023,Fall 2026
THEA,A275,Directing,Intersession/Spring 2023,Fall 2026
THEA,A285,Advanced Directing,Intersession/Spring 2023,Fall 2026
TUTR,A050N,Supervised Tutoring Noncredit,Intersession/Spring 2023,Fall 2026
TUTR,A090N,Tutoring Skills 1 Noncredit,Intersession/Spring 2023,Winter/Spring 2026
TUTR,A091N,Tutoring Skills 2 Noncredit,Intersession/Spring 2023,Winter/Spring 2026
VIET,A180,Elementary Vietnamese 1,Intersession/Spring 2023,Fall 2026
VIET,A185,Elementary Vietnamese 2,Intersession/Spring 2023,Intersession/Spring 2023
WELD,A100,Arc & Oxy-acetylene,Intersession/Spring 2023,Winter/Spring 2026
WELD,A101,Arc & Oxy-acetylene,Intersession/Spring 2023,Fall 2026
WELD,A102,Weld Test GMAW 1,Intersession/Spring 2023,Fall 2026
WELD,A103,Weld Test GMAW 2,Intersession/Spring 2023,Fall 2026
WELD,A104,Weld Test GTAW,Intersession/Spring 2023,Fall 2026
WELD,A105,Weld Test Basic,Intersession/Spring 2023,Fall 2026
WELD,A106,Weld Test Intermediate,Intersession/Spring 2023,Fall 2026
WELD,A107,Weld Test Advanced 1,Intersession/Spring 2023,Fall 2026
WELD,A108,Weld Test Advanced 2,Intersession/Spring 2023,Fall 2026
WELD,A109,Weld Test FCAW 1,Intersession/Spring 2023,Fall 2026
WELD,A110,Weld Test FCAW 2,Intersession/Spring 2023,Fall 2026
WELD,A111,Weld Test Pipe,Intersession/Spring 2023,Fall 2026
WELD,A115,Arc & Oxy Weld Pract Level 1,Intersession/Spring 2023,Fall 2026
WELD,A116,Arc/Oxyacetylene Weld Prac 2,Intersession/Spring 2023,Fall 2026
WELD,A117,Arc/Oxyacetylene Weld Pract 3,Intersession/Spring 2023,Summer 2026
WELD,A118,Arc/Oxyacetylen Weld Prac 4,Intersession/Spring 2023,Summer 2026
WELD,A120,Math & Layout for Welders,Intersession/Spring 2024,Fall 2025
WELD,A130,Gas Tungsten Arc Weld Level 1,Intersession/Spring 2023,Fall 2026
WELD,A131,Gas Tungsten Arc Weld Level 2,Intersession/Spring 2023,Fall 2026
WELD,A140,Occupational Welding Level 1,Intersession/Spring 2023,Fall 2026
WELD,A141,Occupational Welding Level 2,Intersession/Spring 2023,Fall 2026
WELD,A142,Occupational Welding Level 3,Intersession/Spring 2023,Fall 2026
WELD,A143,Occupational Welding Level 4,Intersession/Spring 2023,Fall 2026
WELD,A180,Blueprint Reading,Summer 2023,Summer 2026
WELD,A200,Advanced Welding,Intersession/Spring 2023,Winter/Spring 2026
WELD,A201,Advanced Welding,Intersession/Spring 2023,Fall 2026
WELD,A210,Weld Inspectn & Testing,Fall 2023,Fall 2026
WELD,A211,GasMetalArc Weld Traing Levl 1,Intersession/Spring 2023,Summer 2026
WELD,A212,GasMetalArc Weld Traing Levl 2,Intersession/Spring 2023,Summer 2026
WELD,A215,Arc/Oxy Welding Lab Lvl 1,Intersession/Spring 2023,Fall 2026
WELD,A216,Arc/Oxy Welding Lab Lvl 2,Intersession/Spring 2023,Fall 2026
WELD,A217,Arc/Oxy Welding Lab Lvl 3,Intersession/Spring 2023,Winter/Spring 2026
WELD,A218,Arc/Oxy Welding Lab Lvl 4,Intersession/Spring 2023,Winter/Spring 2026
WELD,A220,Specifications & Codes,Summer 2023,Summer 2026
WELD,A223,Advanced Welding Level 1,Intersession/Spring 2023,Fall 2026
WELD,A224,Advanced Welding Level 2,Intersession/Spring 2023,Fall 2026
WELD,A225,Advanced Welding Level 3,Intersession/Spring 2023,Fall 2026
WELD,A226,Advanced Welding Level 4,Intersession/Spring 2023,Fall 2026
WELD,A230,Welding Metallurgy,Intersession/Spring 2023,Winter/Spring 2026
WELD,A250,Pipe Welding Level 1,Intersession/Spring 2023,Fall 2026
WELD,A251,Pipe Welding Level 2,Intersession/Spring 2023,Fall 2026
WELD,A252,Pipe Welding Level 3,Intersession/Spring 2023,Winter/Spring 2026
WELD,A253,Pipe Welding Level 4,Intersession/Spring 2023,Winter/Spring 2026
WELD,A255,Orbital Welding Level 1,Intersession/Spring 2023,Fall 2026
WELD,A256,Orbital Welding Level 2,Intersession/Spring 2023,Fall 2026
